timestamp,top_3_beacons,room
2023-04-10 15:22:20+09:00,"[20, 18, 11]",hallway
2023-04-10 15:22:21+09:00,"[18, 20, 10]",hallway
2023-04-10 15:22:22+09:00,"[8, 20, 18]",hallway
2023-04-10 15:22:23+09:00,"[9, 8, 7]",hallway
2023-04-10 15:22:24+09:00,"[18, 9, 7]",hallway
2023-04-10 15:22:25+09:00,"[9, 19, 18]",hallway
2023-04-10 15:22:26+09:00,"[9, 19, 4]",hallway
2023-04-10 15:22:27+09:00,"[9, 19, 5]",hallway
2023-04-10 15:22:28+09:00,"[19, 5]",hallway
2023-04-10 15:22:29+09:00,[19],hallway
2023-04-10 15:22:33+09:00,[19],cleaning
2023-04-10 15:22:34+09:00,[19],cleaning
2023-04-10 15:22:35+09:00,[19],cleaning
2023-04-10 15:22:36+09:00,[19],cleaning
2023-04-10 15:22:37+09:00,[19],cleaning
2023-04-10 15:22:38+09:00,"[19, 4]",cleaning
2023-04-10 15:22:39+09:00,"[4, 9]",cleaning
2023-04-10 15:22:40+09:00,"[9, 4, 19]",cleaning
2023-04-10 15:22:42+09:00,"[9, 18, 19]",hallway
2023-04-10 15:22:43+09:00,"[9, 18, 4]",hallway
2023-04-10 15:22:44+09:00,"[9, 4]",hallway
2023-04-10 15:22:47+09:00,[4],cafeteria
2023-04-10 15:22:48+09:00,"[4, 6]",cafeteria
2023-04-10 15:22:49+09:00,[4],cafeteria
2023-04-10 15:22:50+09:00,[4],cafeteria
2023-04-10 15:22:51+09:00,[4],cafeteria
2023-04-10 15:22:52+09:00,"[4, 9]",cafeteria
2023-04-10 15:22:53+09:00,"[4, 9]",cafeteria
2023-04-10 15:22:54+09:00,"[4, 9]",cafeteria
2023-04-10 15:22:55+09:00,"[4, 9]",cafeteria
2023-04-10 15:22:56+09:00,"[4, 9]",cafeteria
2023-04-10 15:22:57+09:00,[4],cafeteria
2023-04-10 15:22:58+09:00,"[19, 4, 9]",cafeteria
2023-04-10 15:22:59+09:00,"[4, 19, 9]",cafeteria
2023-04-10 15:23:00+09:00,"[5, 4, 9]",cafeteria
2023-04-10 15:23:01+09:00,"[4, 19, 7]",cafeteria
2023-04-10 15:23:02+09:00,"[9, 19, 6]",cafeteria
2023-04-10 15:23:03+09:00,"[4, 19, 7]",cafeteria
2023-04-10 15:23:04+09:00,"[19, 6, 4]",cafeteria
2023-04-10 15:23:05+09:00,"[6, 4, 9]",cafeteria
2023-04-10 15:23:06+09:00,"[4, 9, 19]",cafeteria
2023-04-10 15:23:07+09:00,"[4, 9, 6]",cafeteria
2023-04-10 15:23:08+09:00,"[9, 4, 19]",cafeteria
2023-04-10 15:23:11+09:00,"[9, 19, 7]",hallway
2023-04-10 15:23:12+09:00,"[19, 8, 9]",hallway
2023-04-10 15:23:13+09:00,"[18, 8, 7]",hallway
2023-04-10 15:23:14+09:00,"[7, 11, 9]",hallway
2023-04-10 15:23:15+09:00,"[7, 9, 20]",hallway
2023-04-10 15:23:16+09:00,"[10, 20, 18]",hallway
2023-04-10 15:23:17+09:00,"[10, 4, 8]",hallway
2023-04-10 15:23:18+09:00,"[20, 9, 18]",nurse station
2023-04-10 15:23:19+09:00,"[7, 20, 18]",nurse station
2023-04-10 15:23:20+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:23:21+09:00,"[20, 18, 8]",nurse station
2023-04-10 15:23:22+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:23:23+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:23:24+09:00,"[9, 11, 7]",nurse station
2023-04-10 15:23:25+09:00,"[20, 18, 8]",nurse station
2023-04-10 15:23:26+09:00,"[18, 20, 11]",nurse station
2023-04-10 15:23:27+09:00,"[7, 9, 8]",nurse station
2023-04-10 15:23:28+09:00,"[9, 18, 20]",nurse station
2023-04-10 15:23:29+09:00,"[20, 9, 8]",nurse station
2023-04-10 15:23:30+09:00,"[20, 8, 7]",nurse station
2023-04-10 15:23:31+09:00,"[20, 8, 7]",nurse station
2023-04-10 15:23:32+09:00,"[7, 18, 20]",nurse station
2023-04-10 15:23:33+09:00,"[8, 20, 11]",nurse station
2023-04-10 15:23:34+09:00,"[18, 20, 9]",nurse station
2023-04-10 15:23:35+09:00,"[8, 7, 20]",nurse station
2023-04-10 15:23:36+09:00,"[18, 8, 11]",nurse station
2023-04-10 15:23:37+09:00,"[20, 18, 9]",nurse station
2023-04-10 15:23:38+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:23:39+09:00,"[18, 8, 7]",nurse station
2023-04-10 15:23:40+09:00,"[18, 20, 8]",nurse station
2023-04-10 15:23:41+09:00,"[8, 20, 18]",nurse station
2023-04-10 15:23:42+09:00,"[18, 8, 21]",nurse station
2023-04-10 15:23:43+09:00,"[20, 9, 18]",nurse station
2023-04-10 15:23:44+09:00,"[18, 9, 7]",nurse station
2023-04-10 15:23:45+09:00,"[7, 8, 20]",nurse station
2023-04-10 15:23:46+09:00,"[8, 20, 10]",nurse station
2023-04-10 15:23:47+09:00,"[20, 7, 18]",nurse station
2023-04-10 15:23:48+09:00,"[20, 10, 9]",nurse station
2023-04-10 15:23:49+09:00,"[4, 18, 20]",nurse station
2023-04-10 15:23:50+09:00,"[18, 8, 7]",nurse station
2023-04-10 15:23:51+09:00,"[7, 20, 9]",nurse station
2023-04-10 15:23:52+09:00,"[8, 9, 20]",nurse station
2023-04-10 15:23:53+09:00,"[8, 20, 18]",nurse station
2023-04-10 15:23:54+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:23:55+09:00,"[18, 11, 20]",nurse station
2023-04-10 15:23:56+09:00,"[18, 20, 21]",nurse station
2023-04-10 15:23:57+09:00,"[10, 9, 8]",nurse station
2023-04-10 15:23:58+09:00,"[8, 10, 9]",nurse station
2023-04-10 15:23:59+09:00,"[20, 7, 18]",nurse station
2023-04-10 15:24:00+09:00,"[9, 20, 7]",nurse station
2023-04-10 15:24:01+09:00,"[18, 9, 11]",nurse station
2023-04-10 15:24:02+09:00,"[8, 18, 7]",nurse station
2023-04-10 15:24:03+09:00,"[9, 8, 7]",nurse station
2023-04-10 15:24:04+09:00,"[9, 8, 18]",nurse station
2023-04-10 15:24:05+09:00,"[18, 8, 20]",nurse station
2023-04-10 15:24:06+09:00,"[20, 10, 11]",nurse station
2023-04-10 15:24:07+09:00,"[8, 18, 9]",nurse station
2023-04-10 15:24:08+09:00,"[8, 10, 9]",nurse station
2023-04-10 15:24:09+09:00,"[18, 20, 9]",nurse station
2023-04-10 15:24:10+09:00,"[18, 9, 10]",nurse station
2023-04-10 15:24:11+09:00,"[8, 18, 20]",nurse station
2023-04-10 15:24:12+09:00,"[20, 18, 4]",nurse station
2023-04-10 15:24:13+09:00,"[20, 10, 4]",nurse station
2023-04-10 15:24:14+09:00,"[20, 18, 7]",nurse station
2023-04-10 15:24:15+09:00,"[20, 18, 7]",nurse station
2023-04-10 15:24:16+09:00,"[8, 20, 7]",nurse station
2023-04-10 15:24:17+09:00,"[8, 10, 7]",nurse station
2023-04-10 15:24:18+09:00,"[9, 8]",nurse station
2023-04-10 15:24:19+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:24:20+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:24:21+09:00,"[4, 9]",nurse station
2023-04-10 15:24:22+09:00,"[9, 19, 7]",nurse station
2023-04-10 15:24:23+09:00,"[4, 9, 19]",nurse station
2023-04-10 15:24:24+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:24:25+09:00,"[9, 18, 7]",nurse station
2023-04-10 15:24:26+09:00,"[9, 4, 20]",nurse station
2023-04-10 15:24:27+09:00,"[9, 19]",nurse station
2023-04-10 15:24:28+09:00,"[9, 20, 19]",nurse station
2023-04-10 15:24:29+09:00,"[9, 20]",nurse station
2023-04-10 15:24:30+09:00,"[9, 19]",nurse station
2023-04-10 15:24:31+09:00,[9],nurse station
2023-04-10 15:24:32+09:00,[9],nurse station
2023-04-10 15:24:33+09:00,[9],nurse station
2023-04-10 15:24:34+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:24:35+09:00,"[9, 7]",nurse station
2023-04-10 15:24:36+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:24:37+09:00,"[7, 20, 9]",nurse station
2023-04-10 15:24:38+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:24:39+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:24:40+09:00,"[9, 7]",nurse station
2023-04-10 15:24:41+09:00,"[9, 7]",nurse station
2023-04-10 15:24:42+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:24:43+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:24:44+09:00,"[9, 7]",nurse station
2023-04-10 15:24:45+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:24:46+09:00,"[9, 4]",nurse station
2023-04-10 15:24:47+09:00,"[9, 7]",nurse station
2023-04-10 15:24:48+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:24:49+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:24:50+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:24:51+09:00,"[7, 18, 9]",nurse station
2023-04-10 15:24:52+09:00,"[9, 20, 7]",nurse station
2023-04-10 15:24:53+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:24:54+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:24:55+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:24:56+09:00,"[9, 4]",nurse station
2023-04-10 15:24:57+09:00,[9],nurse station
2023-04-10 15:24:58+09:00,"[9, 20]",nurse station
2023-04-10 15:24:59+09:00,"[9, 20]",nurse station
2023-04-10 15:25:00+09:00,[9],nurse station
2023-04-10 15:25:01+09:00,[9],nurse station
2023-04-10 15:25:02+09:00,[9],nurse station
2023-04-10 15:25:03+09:00,[9],nurse station
2023-04-10 15:25:04+09:00,"[9, 20]",nurse station
2023-04-10 15:25:05+09:00,"[9, 20]",nurse station
2023-04-10 15:25:06+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:25:07+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:25:08+09:00,"[9, 7]",nurse station
2023-04-10 15:25:09+09:00,"[9, 19]",nurse station
2023-04-10 15:25:10+09:00,"[9, 19, 18]",nurse station
2023-04-10 15:25:11+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:25:12+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:25:13+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:25:14+09:00,"[19, 9, 18]",nurse station
2023-04-10 15:25:15+09:00,"[9, 19, 7]",nurse station
2023-04-10 15:25:16+09:00,"[19, 4, 9]",nurse station
2023-04-10 15:25:17+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:25:18+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:25:19+09:00,"[9, 19, 4]",nurse station
2023-04-10 15:25:20+09:00,"[9, 19, 7]",nurse station
2023-04-10 15:25:21+09:00,"[9, 19, 18]",nurse station
2023-04-10 15:25:22+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:25:23+09:00,"[19, 7, 9]",nurse station
2023-04-10 15:25:24+09:00,"[7, 9, 19]",nurse station
2023-04-10 15:25:25+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:25:26+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:25:27+09:00,"[9, 4, 19]",nurse station
2023-04-10 15:25:28+09:00,"[7, 4, 9]",nurse station
2023-04-10 15:25:29+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:25:30+09:00,"[19, 9, 4]",nurse station
2023-04-10 15:25:31+09:00,"[9, 19, 7]",nurse station
2023-04-10 15:25:32+09:00,"[9, 18, 19]",nurse station
2023-04-10 15:25:33+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:25:34+09:00,"[19, 4, 7]",nurse station
2023-04-10 15:25:35+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:25:36+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:25:37+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:25:38+09:00,"[7, 19, 4]",nurse station
2023-04-10 15:25:39+09:00,"[7, 9, 19]",nurse station
2023-04-10 15:25:40+09:00,"[9, 7]",nurse station
2023-04-10 15:25:41+09:00,"[9, 7]",nurse station
2023-04-10 15:25:42+09:00,"[9, 7]",nurse station
2023-04-10 15:25:43+09:00,[9],nurse station
2023-04-10 15:25:44+09:00,[9],nurse station
2023-04-10 15:25:45+09:00,[9],nurse station
2023-04-10 15:25:46+09:00,[9],nurse station
2023-04-10 15:25:47+09:00,[9],nurse station
2023-04-10 15:25:48+09:00,[9],nurse station
2023-04-10 15:25:49+09:00,[9],nurse station
2023-04-10 15:25:50+09:00,[9],nurse station
2023-04-10 15:25:51+09:00,[9],nurse station
2023-04-10 15:25:52+09:00,[9],nurse station
2023-04-10 15:25:53+09:00,[9],nurse station
2023-04-10 15:25:54+09:00,[9],nurse station
2023-04-10 15:25:55+09:00,[9],nurse station
2023-04-10 15:25:56+09:00,[9],nurse station
2023-04-10 15:25:57+09:00,[9],nurse station
2023-04-10 15:25:58+09:00,[9],nurse station
2023-04-10 15:25:59+09:00,[9],nurse station
2023-04-10 15:26:00+09:00,[9],nurse station
2023-04-10 15:26:01+09:00,[9],nurse station
2023-04-10 15:26:02+09:00,[9],nurse station
2023-04-10 15:26:03+09:00,[9],nurse station
2023-04-10 15:26:04+09:00,[9],nurse station
2023-04-10 15:26:05+09:00,[9],nurse station
2023-04-10 15:26:06+09:00,[9],nurse station
2023-04-10 15:26:07+09:00,[9],nurse station
2023-04-10 15:26:08+09:00,[9],nurse station
2023-04-10 15:26:09+09:00,[9],nurse station
2023-04-10 15:26:10+09:00,[9],nurse station
2023-04-10 15:26:11+09:00,[9],nurse station
2023-04-10 15:26:12+09:00,[9],nurse station
2023-04-10 15:26:13+09:00,[9],nurse station
2023-04-10 15:26:14+09:00,"[7, 9, 19]",nurse station
2023-04-10 15:26:15+09:00,"[7, 18, 9]",nurse station
2023-04-10 15:26:16+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:26:17+09:00,"[19, 9, 20]",nurse station
2023-04-10 15:26:18+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:19+09:00,"[4, 9, 7]",nurse station
2023-04-10 15:26:20+09:00,"[4, 9, 7]",nurse station
2023-04-10 15:26:21+09:00,"[7, 4, 9]",nurse station
2023-04-10 15:26:22+09:00,"[4, 9, 18]",nurse station
2023-04-10 15:26:23+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:24+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:26:25+09:00,"[4, 9, 18]",nurse station
2023-04-10 15:26:26+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:26:27+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:28+09:00,"[4, 9]",nurse station
2023-04-10 15:26:29+09:00,"[4, 9]",nurse station
2023-04-10 15:26:30+09:00,"[9, 4, 8]",nurse station
2023-04-10 15:26:31+09:00,"[9, 4]",nurse station
2023-04-10 15:26:32+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:26:33+09:00,"[4, 9, 18]",nurse station
2023-04-10 15:26:34+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:26:35+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:26:36+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:26:37+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:26:38+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:26:39+09:00,"[9, 7]",nurse station
2023-04-10 15:26:40+09:00,"[9, 7]",nurse station
2023-04-10 15:26:41+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:26:42+09:00,"[9, 18, 7]",nurse station
2023-04-10 15:26:43+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:44+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:26:45+09:00,"[9, 4, 18]",nurse station
2023-04-10 15:26:46+09:00,"[9, 18, 7]",nurse station
2023-04-10 15:26:47+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:26:48+09:00,"[9, 7]",nurse station
2023-04-10 15:26:49+09:00,"[9, 4]",nurse station
2023-04-10 15:26:50+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:51+09:00,"[9, 4]",nurse station
2023-04-10 15:26:52+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:53+09:00,"[9, 4]",nurse station
2023-04-10 15:26:54+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:26:55+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:26:56+09:00,"[9, 4]",nurse station
2023-04-10 15:26:57+09:00,[9],nurse station
2023-04-10 15:26:58+09:00,"[9, 4]",nurse station
2023-04-10 15:26:59+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:00+09:00,"[4, 9]",nurse station
2023-04-10 15:27:01+09:00,"[9, 7]",nurse station
2023-04-10 15:27:02+09:00,"[9, 7]",nurse station
2023-04-10 15:27:03+09:00,"[7, 9]",nurse station
2023-04-10 15:27:04+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:05+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:06+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:27:07+09:00,"[4, 9, 7]",nurse station
2023-04-10 15:27:08+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:27:09+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:10+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:11+09:00,"[9, 4, 18]",nurse station
2023-04-10 15:27:12+09:00,"[9, 4]",nurse station
2023-04-10 15:27:13+09:00,"[4, 9]",nurse station
2023-04-10 15:27:14+09:00,"[9, 4]",nurse station
2023-04-10 15:27:15+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:27:16+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:27:17+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:27:18+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:19+09:00,"[9, 4]",nurse station
2023-04-10 15:27:20+09:00,"[9, 7]",nurse station
2023-04-10 15:27:21+09:00,"[9, 18, 7]",nurse station
2023-04-10 15:27:22+09:00,"[9, 7]",nurse station
2023-04-10 15:27:23+09:00,[9],nurse station
2023-04-10 15:27:24+09:00,"[9, 7]",nurse station
2023-04-10 15:27:25+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:27:26+09:00,"[9, 7]",nurse station
2023-04-10 15:27:27+09:00,"[9, 19, 4]",nurse station
2023-04-10 15:27:28+09:00,"[9, 4, 19]",nurse station
2023-04-10 15:27:29+09:00,"[9, 7]",nurse station
2023-04-10 15:27:30+09:00,"[9, 7]",nurse station
2023-04-10 15:27:31+09:00,"[9, 7]",nurse station
2023-04-10 15:27:32+09:00,"[9, 7]",nurse station
2023-04-10 15:27:33+09:00,"[9, 7]",nurse station
2023-04-10 15:27:34+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:27:35+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:27:36+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:27:37+09:00,"[9, 7]",nurse station
2023-04-10 15:27:38+09:00,"[7, 9]",nurse station
2023-04-10 15:27:39+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:27:40+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:27:41+09:00,"[9, 4, 18]",nurse station
2023-04-10 15:27:42+09:00,"[9, 7]",nurse station
2023-04-10 15:27:43+09:00,"[9, 18, 4]",nurse station
2023-04-10 15:27:44+09:00,"[7, 9]",nurse station
2023-04-10 15:27:45+09:00,"[7, 9, 19]",nurse station
2023-04-10 15:27:46+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:27:47+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:27:48+09:00,"[9, 7]",nurse station
2023-04-10 15:27:49+09:00,"[9, 7]",nurse station
2023-04-10 15:27:50+09:00,"[18, 7, 9]",nurse station
2023-04-10 15:27:51+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:27:52+09:00,"[9, 18]",nurse station
2023-04-10 15:27:53+09:00,"[9, 7]",nurse station
2023-04-10 15:27:54+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:27:55+09:00,"[9, 7]",nurse station
2023-04-10 15:27:56+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:27:57+09:00,"[9, 7]",nurse station
2023-04-10 15:27:58+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:27:59+09:00,[7],nurse station
2023-04-10 15:28:00+09:00,"[7, 9]",nurse station
2023-04-10 15:28:01+09:00,"[9, 7]",nurse station
2023-04-10 15:28:02+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:28:03+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:28:04+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:28:05+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:28:06+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:28:07+09:00,"[9, 18, 7]",nurse station
2023-04-10 15:28:08+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:28:09+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:28:10+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:28:11+09:00,"[9, 18, 20]",nurse station
2023-04-10 15:28:12+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:28:13+09:00,"[7, 4, 9]",nurse station
2023-04-10 15:28:14+09:00,"[4, 7, 20]",nurse station
2023-04-10 15:28:15+09:00,"[9, 20, 4]",nurse station
2023-04-10 15:28:16+09:00,"[7, 9, 20]",nurse station
2023-04-10 15:28:17+09:00,"[7, 18, 9]",nurse station
2023-04-10 15:28:18+09:00,"[9, 7]",nurse station
2023-04-10 15:28:19+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:28:20+09:00,"[9, 7]",nurse station
2023-04-10 15:28:21+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:28:22+09:00,"[9, 7]",nurse station
2023-04-10 15:28:23+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:28:24+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:28:25+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:28:26+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:28:27+09:00,"[7, 4, 19]",nurse station
2023-04-10 15:28:28+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:28:29+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:28:30+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:28:31+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:28:32+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:28:33+09:00,"[4, 7, 9]",nurse station
2023-04-10 15:28:34+09:00,"[7, 18, 9]",nurse station
2023-04-10 15:28:35+09:00,"[9, 20, 7]",nurse station
2023-04-10 15:28:36+09:00,"[7, 9, 18]",nurse station
2023-04-10 15:28:37+09:00,"[9, 19, 20]",nurse station
2023-04-10 15:28:38+09:00,"[9, 19, 4]",nurse station
2023-04-10 15:28:39+09:00,"[9, 4]",nurse station
2023-04-10 15:28:40+09:00,[9],nurse station
2023-04-10 15:28:41+09:00,[9],nurse station
2023-04-10 15:28:42+09:00,"[9, 19]",nurse station
2023-04-10 15:28:43+09:00,"[9, 20, 7]",nurse station
2023-04-10 15:28:44+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:28:45+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:28:46+09:00,"[9, 7, 20]",nurse station
2023-04-10 15:28:47+09:00,"[9, 7]",nurse station
2023-04-10 15:28:48+09:00,"[9, 7]",nurse station
2023-04-10 15:28:49+09:00,"[9, 7]",nurse station
2023-04-10 15:28:50+09:00,"[9, 7]",nurse station
2023-04-10 15:28:51+09:00,"[9, 8, 7]",nurse station
2023-04-10 15:28:52+09:00,"[9, 7]",nurse station
2023-04-10 15:28:53+09:00,"[9, 7]",nurse station
2023-04-10 15:28:54+09:00,"[9, 7]",nurse station
2023-04-10 15:28:55+09:00,"[7, 9]",nurse station
2023-04-10 15:28:56+09:00,"[9, 7]",nurse station
2023-04-10 15:28:57+09:00,"[9, 7]",nurse station
2023-04-10 15:28:58+09:00,"[9, 7]",nurse station
2023-04-10 15:28:59+09:00,"[9, 7]",nurse station
2023-04-10 15:29:00+09:00,[7],nurse station
2023-04-10 15:29:01+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:29:02+09:00,"[4, 9]",nurse station
2023-04-10 15:29:03+09:00,"[9, 4]",nurse station
2023-04-10 15:29:04+09:00,"[9, 7]",nurse station
2023-04-10 15:29:05+09:00,"[9, 7, 4]",nurse station
2023-04-10 15:29:06+09:00,"[7, 18, 9]",nurse station
2023-04-10 15:29:07+09:00,"[9, 18]",nurse station
2023-04-10 15:29:08+09:00,[9],nurse station
2023-04-10 15:29:09+09:00,"[9, 18, 4]",nurse station
2023-04-10 15:29:11+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:29:12+09:00,"[4, 9, 18]",nurse station
2023-04-10 15:29:13+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:29:14+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:29:15+09:00,"[4, 9, 7]",nurse station
2023-04-10 15:29:16+09:00,"[9, 7]",nurse station
2023-04-10 15:29:17+09:00,"[9, 4]",nurse station
2023-04-10 15:29:18+09:00,"[9, 4]",nurse station
2023-04-10 15:29:19+09:00,"[9, 7]",nurse station
2023-04-10 15:29:20+09:00,"[9, 7]",nurse station
2023-04-10 15:29:21+09:00,"[9, 7]",nurse station
2023-04-10 15:29:22+09:00,"[9, 19, 7]",nurse station
2023-04-10 15:29:23+09:00,"[9, 19]",nurse station
2023-04-10 15:29:24+09:00,"[9, 19]",nurse station
2023-04-10 15:29:25+09:00,"[9, 19]",nurse station
2023-04-10 15:29:26+09:00,"[9, 4, 19]",nurse station
2023-04-10 15:29:27+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:29:28+09:00,"[9, 19]",nurse station
2023-04-10 15:29:29+09:00,[9],nurse station
2023-04-10 15:29:30+09:00,"[19, 9]",nurse station
2023-04-10 15:29:31+09:00,"[9, 19]",nurse station
2023-04-10 15:29:32+09:00,[9],nurse station
2023-04-10 15:29:33+09:00,"[19, 9]",nurse station
2023-04-10 15:29:34+09:00,"[9, 7, 18]",nurse station
2023-04-10 15:29:35+09:00,"[9, 19]",nurse station
2023-04-10 15:29:36+09:00,"[9, 18]",nurse station
2023-04-10 15:29:37+09:00,"[9, 19]",nurse station
2023-04-10 15:29:38+09:00,"[9, 19, 18]",nurse station
2023-04-10 15:29:39+09:00,"[19, 9, 18]",nurse station
2023-04-10 15:29:40+09:00,[9],nurse station
2023-04-10 15:29:41+09:00,"[9, 19]",nurse station
2023-04-10 15:29:42+09:00,"[19, 9]",nurse station
2023-04-10 15:29:43+09:00,"[19, 9]",nurse station
2023-04-10 15:29:44+09:00,"[9, 4]",nurse station
2023-04-10 15:29:45+09:00,"[7, 19, 9]",nurse station
2023-04-10 15:29:46+09:00,"[9, 7]",nurse station
2023-04-10 15:29:47+09:00,"[9, 20, 7]",nurse station
2023-04-10 15:29:48+09:00,"[7, 9, 19]",nurse station
2023-04-10 15:29:49+09:00,"[9, 20]",nurse station
2023-04-10 15:29:50+09:00,"[9, 7, 19]",nurse station
2023-04-10 15:29:51+09:00,"[7, 19, 9]",nurse station
2023-04-10 15:29:52+09:00,"[9, 19, 7]",nurse station
2023-04-10 15:29:53+09:00,"[7, 9, 4]",nurse station
2023-04-10 15:29:54+09:00,"[7, 9, 19]",nurse station
2023-04-10 15:29:55+09:00,"[9, 4, 7]",nurse station
2023-04-10 15:29:56+09:00,"[9, 7]",nurse station
