,timestamp,beacon_percentages,room
6445,2023-04-10 17:10:12+09:00,{14: 1.0},nurse station
6446,2023-04-10 17:10:13+09:00,{14: 1.0},nurse station
6447,2023-04-10 17:10:14+09:00,{14: 1.0},nurse station
6448,2023-04-10 17:10:15+09:00,{14: 1.0},nurse station
6449,2023-04-10 17:10:16+09:00,{14: 1.0},nurse station
6450,2023-04-10 17:10:17+09:00,{14: 1.0},nurse station
6451,2023-04-10 17:10:19+09:00,{14: 1.0},nurse station
6452,2023-04-10 17:10:20+09:00,{14: 1.0},nurse station
6453,2023-04-10 17:10:21+09:00,"{4: 0.5, 14: 0.5}",nurse station
6454,2023-04-10 17:10:22+09:00,{14: 1.0},nurse station
6455,2023-04-10 17:10:23+09:00,{14: 1.0},nurse station
6456,2023-04-10 17:10:24+09:00,"{14: 0.78, 4: 0.22}",nurse station
6457,2023-04-10 17:10:25+09:00,"{4: 0.8, 14: 0.2}",nurse station
6458,2023-04-10 17:10:26+09:00,{4: 1.0},nurse station
6459,2023-04-10 17:10:27+09:00,{14: 1.0},nurse station
6460,2023-04-10 17:10:30+09:00,"{14: 0.67, 4: 0.33}",nurse station
6461,2023-04-10 17:10:34+09:00,{14: 1.0},nurse station
6462,2023-04-10 17:10:35+09:00,{4: 1.0},nurse station
6463,2023-04-10 17:10:36+09:00,"{4: 0.56, 14: 0.44}",nurse station
6464,2023-04-10 17:10:37+09:00,"{4: 0.57, 14: 0.43}",nurse station
6465,2023-04-10 17:10:38+09:00,"{4: 0.8, 14: 0.2}",nurse station
6466,2023-04-10 17:10:39+09:00,"{4: 0.55, 14: 0.45}",nurse station
6467,2023-04-10 17:10:40+09:00,{14: 1.0},nurse station
6468,2023-04-10 17:10:41+09:00,{14: 1.0},nurse station
6469,2023-04-10 17:10:42+09:00,"{14: 0.67, 4: 0.33}",nurse station
6470,2023-04-10 17:10:47+09:00,{14: 1.0},kitchen
6471,2023-04-10 17:10:48+09:00,"{14: 0.83, 4: 0.17}",kitchen
6472,2023-04-10 17:10:49+09:00,"{14: 0.78, 4: 0.22}",kitchen
6473,2023-04-10 17:10:50+09:00,{14: 1.0},kitchen
6474,2023-04-10 17:10:51+09:00,{14: 1.0},kitchen
6475,2023-04-10 17:10:52+09:00,{14: 1.0},kitchen
6476,2023-04-10 17:10:53+09:00,"{14: 0.5, 6: 0.5}",kitchen
6477,2023-04-10 17:10:54+09:00,"{14: 0.88, 6: 0.12}",kitchen
6478,2023-04-10 17:10:55+09:00,{14: 1.0},kitchen
6479,2023-04-10 17:10:56+09:00,{14: 1.0},kitchen
6480,2023-04-10 17:10:57+09:00,{14: 1.0},kitchen
6481,2023-04-10 17:10:58+09:00,{14: 1.0},kitchen
6482,2023-04-10 17:10:59+09:00,{14: 1.0},kitchen
6483,2023-04-10 17:11:00+09:00,{14: 1.0},kitchen
6484,2023-04-10 17:11:01+09:00,{14: 1.0},kitchen
6485,2023-04-10 17:11:02+09:00,"{14: 0.75, 4: 0.25}",kitchen
6486,2023-04-10 17:11:03+09:00,{14: 1.0},kitchen
6487,2023-04-10 17:11:04+09:00,{14: 1.0},kitchen
6488,2023-04-10 17:11:05+09:00,{14: 1.0},kitchen
6489,2023-04-10 17:11:06+09:00,{14: 1.0},kitchen
6490,2023-04-10 17:11:07+09:00,{14: 1.0},kitchen
6491,2023-04-10 17:11:08+09:00,{14: 1.0},kitchen
6492,2023-04-10 17:11:09+09:00,"{14: 0.7, 4: 0.3}",kitchen
6493,2023-04-10 17:11:10+09:00,"{14: 0.5, 4: 0.29, 6: 0.21}",kitchen
6494,2023-04-10 17:11:11+09:00,"{14: 0.65, 4: 0.35}",kitchen
6495,2023-04-10 17:11:12+09:00,"{14: 0.53, 4: 0.34, 6: 0.13}",kitchen
6496,2023-04-10 17:11:13+09:00,"{14: 0.83, 4: 0.17}",kitchen
6497,2023-04-10 17:11:14+09:00,"{4: 0.8, 14: 0.2}",kitchen
6498,2023-04-10 17:11:15+09:00,{14: 1.0},kitchen
6499,2023-04-10 17:11:16+09:00,{14: 1.0},kitchen
6500,2023-04-10 17:11:17+09:00,"{14: 0.67, 4: 0.33}",kitchen
6501,2023-04-10 17:11:18+09:00,{14: 1.0},kitchen
6502,2023-04-10 17:11:19+09:00,{14: 1.0},kitchen
6503,2023-04-10 17:11:20+09:00,{14: 1.0},kitchen
6504,2023-04-10 17:11:21+09:00,"{14: 0.75, 4: 0.25}",kitchen
6505,2023-04-10 17:11:22+09:00,"{14: 0.78, 4: 0.22}",kitchen
6506,2023-04-10 17:11:23+09:00,{14: 1.0},kitchen
6507,2023-04-10 17:11:24+09:00,"{14: 0.8, 4: 0.2}",kitchen
6508,2023-04-10 17:11:25+09:00,"{14: 0.71, 4: 0.29}",kitchen
6509,2023-04-10 17:11:26+09:00,"{14: 0.56, 6: 0.28, 4: 0.17}",kitchen
6510,2023-04-10 17:11:27+09:00,"{14: 0.63, 4: 0.37}",kitchen
6511,2023-04-10 17:11:28+09:00,"{14: 0.62, 4: 0.38}",kitchen
6512,2023-04-10 17:11:29+09:00,{4: 1.0},kitchen
6513,2023-04-10 17:11:30+09:00,{14: 1.0},kitchen
6514,2023-04-10 17:11:32+09:00,"{4: 0.57, 14: 0.43}",kitchen
6515,2023-04-10 17:11:33+09:00,"{4: 0.83, 14: 0.17}",kitchen
6516,2023-04-10 17:11:34+09:00,"{4: 0.52, 9: 0.32, 14: 0.16}",kitchen
6517,2023-04-10 17:11:35+09:00,"{4: 0.59, 7: 0.27, 9: 0.14}",kitchen
6518,2023-04-10 17:11:36+09:00,"{4: 0.42, 7: 0.35, 6: 0.23}",kitchen
6519,2023-04-10 17:11:37+09:00,"{4: 0.4, 6: 0.2, 5: 0.2}",kitchen
6520,2023-04-10 17:11:38+09:00,"{6: 0.33, 7: 0.33, 9: 0.33}",kitchen
6521,2023-04-10 17:11:39+09:00,{9: 1.0},kitchen
6522,2023-04-10 17:11:40+09:00,"{4: 0.38, 9: 0.38, 19: 0.25}",kitchen
6523,2023-04-10 17:11:41+09:00,"{9: 0.66, 19: 0.17, 4: 0.17}",kitchen
6524,2023-04-10 17:11:42+09:00,"{9: 0.55, 4: 0.45}",kitchen
6525,2023-04-10 17:11:43+09:00,"{4: 0.33, 19: 0.33, 9: 0.33}",kitchen
6526,2023-04-10 17:11:44+09:00,"{4: 0.57, 9: 0.43}",kitchen
6527,2023-04-10 17:11:45+09:00,{4: 1.0},kitchen
6528,2023-04-10 17:11:46+09:00,"{4: 0.6, 9: 0.4}",kitchen
6529,2023-04-10 17:11:47+09:00,"{4: 0.67, 19: 0.33}",kitchen
6530,2023-04-10 17:11:48+09:00,"{9: 0.33, 19: 0.33, 6: 0.33}",kitchen
6531,2023-04-10 17:11:49+09:00,"{4: 0.5, 19: 0.25, 6: 0.25}",kitchen
6532,2023-04-10 17:11:50+09:00,{4: 1.0},kitchen
6533,2023-04-10 17:11:51+09:00,{4: 1.0},kitchen
6534,2023-04-10 17:11:52+09:00,{14: 1.0},kitchen
6535,2023-04-10 17:11:53+09:00,"{14: 0.5, 6: 0.5}",kitchen
6536,2023-04-10 17:11:54+09:00,"{14: 0.71, 4: 0.29}",kitchen
6537,2023-04-10 17:11:55+09:00,"{14: 0.69, 4: 0.31}",kitchen
6538,2023-04-10 17:11:56+09:00,{14: 1.0},kitchen
6539,2023-04-10 17:11:57+09:00,"{14: 0.78, 4: 0.22}",kitchen
6540,2023-04-10 17:11:58+09:00,{14: 1.0},kitchen
6541,2023-04-10 17:11:59+09:00,"{14: 0.8, 4: 0.2}",kitchen
6542,2023-04-10 17:12:00+09:00,{4: 1.0},kitchen
6543,2023-04-10 17:12:01+09:00,{14: 1.0},kitchen
6544,2023-04-10 17:12:02+09:00,{14: 1.0},kitchen
6545,2023-04-10 17:12:03+09:00,"{14: 0.59, 4: 0.41}",kitchen
6546,2023-04-10 17:12:04+09:00,"{14: 0.7, 4: 0.3}",kitchen
6547,2023-04-10 17:12:05+09:00,"{14: 0.75, 4: 0.25}",kitchen
6548,2023-04-10 17:12:06+09:00,"{14: 0.64, 4: 0.36}",kitchen
6549,2023-04-10 17:12:07+09:00,"{4: 0.95, 14: 0.05}",kitchen
6550,2023-04-10 17:12:08+09:00,"{4: 0.87, 9: 0.13}",kitchen
6551,2023-04-10 17:12:09+09:00,"{4: 0.71, 9: 0.14, 7: 0.14}",kitchen
6552,2023-04-10 17:12:10+09:00,"{9: 0.43, 4: 0.29, 18: 0.14}",kitchen
6553,2023-04-10 17:12:11+09:00,"{4: 0.67, 19: 0.33}",kitchen
6554,2023-04-10 17:12:12+09:00,{4: 1.0},kitchen
6555,2023-04-10 17:12:13+09:00,"{4: 0.55, 9: 0.36, 19: 0.09}",kitchen
6556,2023-04-10 17:12:14+09:00,"{9: 0.67, 4: 0.33}",kitchen
6557,2023-04-10 17:12:15+09:00,"{9: 0.43, 4: 0.14, 18: 0.14}",kitchen
6558,2023-04-10 17:12:16+09:00,"{9: 0.5, 4: 0.5}",kitchen
6559,2023-04-10 17:12:19+09:00,"{19: 0.5, 4: 0.5}",cafeteria
6560,2023-04-10 17:12:20+09:00,{19: 1.0},cafeteria
6561,2023-04-10 17:12:21+09:00,"{4: 0.67, 19: 0.33}",cafeteria
6562,2023-04-10 17:12:22+09:00,"{4: 0.5, 19: 0.25, 9: 0.25}",cafeteria
6563,2023-04-10 17:12:23+09:00,"{9: 0.75, 19: 0.25}",cafeteria
6564,2023-04-10 17:12:24+09:00,"{9: 0.5, 4: 0.5}",cafeteria
6565,2023-04-10 17:12:25+09:00,"{4: 0.67, 6: 0.33}",cafeteria
6566,2023-04-10 17:12:26+09:00,{4: 1.0},cafeteria
6567,2023-04-10 17:12:27+09:00,"{14: 0.4, 6: 0.2, 5: 0.2}",cafeteria
6568,2023-04-10 17:12:28+09:00,"{14: 0.75, 4: 0.25}",cafeteria
6569,2023-04-10 17:12:29+09:00,{14: 1.0},cafeteria
6570,2023-04-10 17:12:30+09:00,{14: 1.0},cafeteria
6571,2023-04-10 17:12:31+09:00,{14: 1.0},cafeteria
6572,2023-04-10 17:12:32+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6573,2023-04-10 17:12:33+09:00,{14: 1.0},cafeteria
6574,2023-04-10 17:12:34+09:00,"{4: 0.67, 14: 0.33}",cafeteria
6575,2023-04-10 17:12:35+09:00,{4: 1.0},cafeteria
6576,2023-04-10 17:12:36+09:00,{4: 1.0},cafeteria
6577,2023-04-10 17:12:37+09:00,"{4: 0.54, 6: 0.38, 18: 0.08}",cafeteria
6578,2023-04-10 17:12:38+09:00,"{9: 0.44, 4: 0.37, 7: 0.12}",cafeteria
6579,2023-04-10 17:12:39+09:00,"{4: 0.71, 9: 0.29}",cafeteria
6580,2023-04-10 17:12:40+09:00,"{4: 0.6, 14: 0.2, 9: 0.2}",cafeteria
6581,2023-04-10 17:12:41+09:00,"{4: 0.67, 14: 0.33}",cafeteria
6582,2023-04-10 17:12:42+09:00,"{4: 0.75, 14: 0.25}",cafeteria
6583,2023-04-10 17:12:43+09:00,"{4: 0.55, 18: 0.15, 7: 0.15}",cafeteria
6584,2023-04-10 17:12:44+09:00,"{4: 0.71, 18: 0.29}",cafeteria
6585,2023-04-10 17:12:45+09:00,"{9: 0.5, 6: 0.5}",cafeteria
6586,2023-04-10 17:12:46+09:00,{6: 1.0},cafeteria
6587,2023-04-10 17:12:47+09:00,"{6: 0.71, 4: 0.14, 19: 0.14}",cafeteria
6588,2023-04-10 17:12:48+09:00,"{4: 0.3, 5: 0.2, 7: 0.1}",cafeteria
6589,2023-04-10 17:12:49+09:00,"{9: 0.67, 4: 0.33}",cafeteria
6590,2023-04-10 17:12:50+09:00,"{4: 0.6, 19: 0.2, 9: 0.2}",cafeteria
6591,2023-04-10 17:12:51+09:00,"{9: 0.67, 18: 0.33}",cafeteria
6592,2023-04-10 17:12:52+09:00,"{9: 0.5, 4: 0.25, 6: 0.25}",cafeteria
6593,2023-04-10 17:12:53+09:00,{19: 1.0},cafeteria
6594,2023-04-10 17:12:54+09:00,{19: 1.0},cafeteria
6595,2023-04-10 17:12:55+09:00,{19: 1.0},cafeteria
6596,2023-04-10 17:12:56+09:00,"{4: 0.6, 9: 0.2, 5: 0.2}",cafeteria
6597,2023-04-10 17:12:57+09:00,{4: 1.0},cafeteria
6598,2023-04-10 17:12:59+09:00,"{4: 0.67, 19: 0.33}",cafeteria
6599,2023-04-10 17:13:00+09:00,{4: 1.0},cafeteria
6600,2023-04-10 17:13:01+09:00,"{4: 0.85, 19: 0.15}",cafeteria
6601,2023-04-10 17:13:02+09:00,"{4: 0.43, 19: 0.14, 9: 0.14}",cafeteria
6602,2023-04-10 17:13:03+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6603,2023-04-10 17:13:04+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6604,2023-04-10 17:13:05+09:00,"{4: 0.4, 14: 0.4, 6: 0.2}",cafeteria
6605,2023-04-10 17:13:06+09:00,"{6: 0.5, 14: 0.5}",cafeteria
6606,2023-04-10 17:13:07+09:00,"{14: 0.69, 4: 0.31}",cafeteria
6607,2023-04-10 17:13:08+09:00,{14: 1.0},cafeteria
6608,2023-04-10 17:13:09+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6609,2023-04-10 17:13:10+09:00,"{4: 0.56, 14: 0.44}",cafeteria
6610,2023-04-10 17:13:11+09:00,"{14: 0.55, 4: 0.45}",cafeteria
6611,2023-04-10 17:13:12+09:00,"{14: 0.6, 4: 0.4}",cafeteria
6612,2023-04-10 17:13:13+09:00,"{14: 0.29, 4: 0.29, 9: 0.29}",cafeteria
6613,2023-04-10 17:13:14+09:00,{4: 1.0},cafeteria
6614,2023-04-10 17:13:15+09:00,"{9: 0.5, 4: 0.38, 18: 0.12}",cafeteria
6615,2023-04-10 17:13:16+09:00,{4: 1.0},cafeteria
6616,2023-04-10 17:13:17+09:00,"{4: 0.5, 7: 0.25, 18: 0.25}",cafeteria
6617,2023-04-10 17:13:18+09:00,{4: 1.0},cafeteria
6618,2023-04-10 17:13:21+09:00,{4: 1.0},cafeteria
6619,2023-04-10 17:13:22+09:00,{4: 1.0},cafeteria
6620,2023-04-10 17:13:23+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6621,2023-04-10 17:13:24+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6622,2023-04-10 17:13:25+09:00,{14: 1.0},cafeteria
6623,2023-04-10 17:13:26+09:00,{4: 1.0},cafeteria
6624,2023-04-10 17:13:27+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6625,2023-04-10 17:13:28+09:00,{14: 1.0},cafeteria
6626,2023-04-10 17:13:29+09:00,"{4: 0.39, 14: 0.3, 6: 0.3}",cafeteria
6627,2023-04-10 17:13:30+09:00,"{4: 0.63, 6: 0.19, 14: 0.19}",cafeteria
6628,2023-04-10 17:13:31+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6629,2023-04-10 17:13:32+09:00,{14: 1.0},cafeteria
6630,2023-04-10 17:13:33+09:00,"{14: 0.55, 4: 0.45}",cafeteria
6631,2023-04-10 17:13:35+09:00,{14: 1.0},cafeteria
6632,2023-04-10 17:13:36+09:00,"{14: 0.67, 6: 0.33}",cafeteria
6633,2023-04-10 17:13:37+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6634,2023-04-10 17:13:38+09:00,"{14: 0.75, 6: 0.25}",cafeteria
6635,2023-04-10 17:13:39+09:00,{4: 1.0},cafeteria
6636,2023-04-10 17:13:42+09:00,{14: 1.0},cafeteria
6637,2023-04-10 17:13:43+09:00,{14: 1.0},cafeteria
6638,2023-04-10 17:13:44+09:00,{14: 1.0},cafeteria
6639,2023-04-10 17:13:45+09:00,{14: 1.0},cafeteria
6640,2023-04-10 17:13:46+09:00,"{14: 0.57, 4: 0.43}",cafeteria
6641,2023-04-10 17:13:47+09:00,{14: 1.0},cafeteria
6642,2023-04-10 17:13:48+09:00,{14: 1.0},cafeteria
6643,2023-04-10 17:13:49+09:00,{14: 1.0},cafeteria
6644,2023-04-10 17:13:50+09:00,{14: 1.0},cafeteria
6645,2023-04-10 17:13:51+09:00,{14: 1.0},cafeteria
6646,2023-04-10 17:13:52+09:00,{14: 1.0},cafeteria
6647,2023-04-10 17:13:53+09:00,{14: 1.0},cafeteria
6648,2023-04-10 17:13:54+09:00,{14: 1.0},cafeteria
6649,2023-04-10 17:13:55+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6650,2023-04-10 17:13:56+09:00,{14: 1.0},cafeteria
6651,2023-04-10 17:13:58+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6652,2023-04-10 17:13:59+09:00,{14: 1.0},cafeteria
6653,2023-04-10 17:14:00+09:00,{14: 1.0},cafeteria
6654,2023-04-10 17:14:01+09:00,{14: 1.0},cafeteria
6655,2023-04-10 17:14:03+09:00,{14: 1.0},cafeteria
6656,2023-04-10 17:14:05+09:00,"{14: 0.57, 4: 0.43}",cafeteria
6657,2023-04-10 17:14:06+09:00,"{14: 0.8, 4: 0.1, 9: 0.1}",cafeteria
6658,2023-04-10 17:14:07+09:00,"{14: 0.35, 4: 0.32, 6: 0.16}",cafeteria
6659,2023-04-10 17:14:08+09:00,"{14: 0.5, 4: 0.17, 9: 0.17}",cafeteria
6660,2023-04-10 17:14:09+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6661,2023-04-10 17:14:10+09:00,{4: 1.0},cafeteria
6662,2023-04-10 17:14:11+09:00,{4: 1.0},cafeteria
6663,2023-04-10 17:14:12+09:00,"{4: 0.8, 14: 0.2}",cafeteria
6664,2023-04-10 17:14:13+09:00,"{9: 0.4, 4: 0.4, 14: 0.2}",cafeteria
6665,2023-04-10 17:14:14+09:00,"{14: 0.8, 4: 0.2}",cafeteria
6666,2023-04-10 17:14:15+09:00,"{14: 0.75, 4: 0.25}",cafeteria
6667,2023-04-10 17:14:16+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6668,2023-04-10 17:14:17+09:00,{14: 1.0},cafeteria
6669,2023-04-10 17:14:18+09:00,{14: 1.0},cafeteria
6670,2023-04-10 17:14:20+09:00,{14: 1.0},cafeteria
6671,2023-04-10 17:14:21+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6672,2023-04-10 17:14:22+09:00,{14: 1.0},cafeteria
6673,2023-04-10 17:14:23+09:00,{4: 1.0},cafeteria
6674,2023-04-10 17:14:24+09:00,{4: 1.0},cafeteria
6675,2023-04-10 17:14:26+09:00,"{4: 0.44, 6: 0.28, 14: 0.28}",cafeteria
6676,2023-04-10 17:14:27+09:00,"{14: 0.71, 4: 0.29}",cafeteria
6677,2023-04-10 17:14:29+09:00,{4: 1.0},cafeteria
6678,2023-04-10 17:14:30+09:00,"{14: 0.5, 4: 0.38, 6: 0.12}",cafeteria
6679,2023-04-10 17:14:31+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6680,2023-04-10 17:14:32+09:00,"{4: 0.85, 14: 0.15}",cafeteria
6681,2023-04-10 17:14:33+09:00,{4: 1.0},cafeteria
6682,2023-04-10 17:14:35+09:00,{14: 1.0},cafeteria
6683,2023-04-10 17:14:36+09:00,{14: 1.0},cafeteria
6684,2023-04-10 17:14:39+09:00,{14: 1.0},cafeteria
6685,2023-04-10 17:14:41+09:00,{14: 1.0},cafeteria
6686,2023-04-10 17:14:43+09:00,{14: 1.0},cafeteria
6687,2023-04-10 17:14:44+09:00,{14: 1.0},cafeteria
6688,2023-04-10 17:14:45+09:00,{14: 1.0},cafeteria
6689,2023-04-10 17:14:46+09:00,{14: 1.0},cafeteria
6690,2023-04-10 17:14:50+09:00,{14: 1.0},cafeteria
6691,2023-04-10 17:14:51+09:00,{14: 1.0},cafeteria
6692,2023-04-10 17:14:52+09:00,{14: 1.0},cafeteria
6693,2023-04-10 17:14:53+09:00,"{4: 0.57, 14: 0.43}",cafeteria
6694,2023-04-10 17:14:55+09:00,{4: 1.0},cafeteria
6695,2023-04-10 17:14:56+09:00,"{14: 0.8, 4: 0.2}",cafeteria
6696,2023-04-10 17:14:57+09:00,{4: 1.0},cafeteria
6697,2023-04-10 17:14:58+09:00,{14: 1.0},cafeteria
6698,2023-04-10 17:14:59+09:00,{4: 1.0},cafeteria
6699,2023-04-10 17:15:01+09:00,{4: 1.0},cafeteria
6700,2023-04-10 17:15:03+09:00,{14: 1.0},cafeteria
6701,2023-04-10 17:15:04+09:00,"{4: 0.62, 14: 0.38}",cafeteria
6702,2023-04-10 17:15:05+09:00,{14: 1.0},cafeteria
6703,2023-04-10 17:15:06+09:00,{14: 1.0},cafeteria
6704,2023-04-10 17:15:08+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6705,2023-04-10 17:15:11+09:00,{14: 1.0},cafeteria
6706,2023-04-10 17:15:14+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6707,2023-04-10 17:15:15+09:00,{4: 1.0},cafeteria
6708,2023-04-10 17:15:16+09:00,{14: 1.0},cafeteria
6709,2023-04-10 17:15:19+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6710,2023-04-10 17:15:20+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6711,2023-04-10 17:15:23+09:00,{14: 1.0},cafeteria
6712,2023-04-10 17:15:24+09:00,{14: 1.0},cafeteria
6713,2023-04-10 17:15:25+09:00,{14: 1.0},cafeteria
6714,2023-04-10 17:15:26+09:00,{4: 1.0},cafeteria
6715,2023-04-10 17:15:27+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6716,2023-04-10 17:15:28+09:00,{14: 1.0},cafeteria
6717,2023-04-10 17:15:29+09:00,{14: 1.0},cafeteria
6718,2023-04-10 17:15:31+09:00,{14: 1.0},cafeteria
6719,2023-04-10 17:15:33+09:00,{14: 1.0},cafeteria
6720,2023-04-10 17:15:35+09:00,{14: 1.0},cafeteria
6721,2023-04-10 17:15:36+09:00,{14: 1.0},cafeteria
6722,2023-04-10 17:15:37+09:00,{14: 1.0},cafeteria
6723,2023-04-10 17:15:39+09:00,{14: 1.0},cafeteria
6724,2023-04-10 17:15:40+09:00,{14: 1.0},cafeteria
6725,2023-04-10 17:15:43+09:00,{4: 1.0},cafeteria
6726,2023-04-10 17:15:44+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6727,2023-04-10 17:15:45+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6728,2023-04-10 17:15:46+09:00,{14: 1.0},cafeteria
6729,2023-04-10 17:15:48+09:00,{14: 1.0},cafeteria
6730,2023-04-10 17:15:51+09:00,"{4: 0.67, 14: 0.33}",cafeteria
6731,2023-04-10 17:15:52+09:00,{14: 1.0},cafeteria
6732,2023-04-10 17:15:53+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6733,2023-04-10 17:15:54+09:00,{14: 1.0},cafeteria
6734,2023-04-10 17:15:55+09:00,{14: 1.0},cafeteria
6735,2023-04-10 17:15:57+09:00,{14: 1.0},cafeteria
6736,2023-04-10 17:15:58+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6737,2023-04-10 17:15:59+09:00,"{14: 0.5, 4: 0.5}",cafeteria
6738,2023-04-10 17:16:00+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6739,2023-04-10 17:16:01+09:00,"{4: 0.56, 14: 0.44}",cafeteria
6740,2023-04-10 17:16:02+09:00,{14: 1.0},cafeteria
6741,2023-04-10 17:16:03+09:00,{14: 1.0},cafeteria
6742,2023-04-10 17:16:04+09:00,"{4: 0.6, 14: 0.4}",cafeteria
6743,2023-04-10 17:16:05+09:00,{14: 1.0},cafeteria
6744,2023-04-10 17:16:07+09:00,{14: 1.0},cafeteria
6745,2023-04-10 17:16:08+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6746,2023-04-10 17:16:09+09:00,"{4: 0.67, 14: 0.33}",cafeteria
6747,2023-04-10 17:16:10+09:00,{14: 1.0},cafeteria
6748,2023-04-10 17:16:14+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6749,2023-04-10 17:16:15+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6750,2023-04-10 17:16:16+09:00,"{14: 0.75, 4: 0.25}",cafeteria
6751,2023-04-10 17:16:17+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6752,2023-04-10 17:16:18+09:00,"{4: 0.67, 14: 0.33}",cafeteria
6753,2023-04-10 17:16:20+09:00,{14: 1.0},cafeteria
6754,2023-04-10 17:16:21+09:00,{14: 1.0},cafeteria
6755,2023-04-10 17:16:25+09:00,{14: 1.0},cafeteria
6756,2023-04-10 17:16:30+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6757,2023-04-10 17:16:31+09:00,{4: 1.0},cafeteria
6758,2023-04-10 17:16:32+09:00,"{4: 0.5, 14: 0.5}",cafeteria
6759,2023-04-10 17:16:35+09:00,{14: 1.0},cafeteria
6760,2023-04-10 17:16:36+09:00,{14: 1.0},cafeteria
6761,2023-04-10 17:16:37+09:00,{14: 1.0},cafeteria
6762,2023-04-10 17:16:38+09:00,{14: 1.0},cafeteria
6763,2023-04-10 17:16:39+09:00,{14: 1.0},cafeteria
6764,2023-04-10 17:16:40+09:00,{14: 1.0},cafeteria
6765,2023-04-10 17:16:41+09:00,{14: 1.0},cafeteria
6766,2023-04-10 17:16:42+09:00,{4: 1.0},cafeteria
6767,2023-04-10 17:16:43+09:00,"{4: 0.74, 14: 0.26}",cafeteria
6768,2023-04-10 17:16:51+09:00,{14: 1.0},cafeteria
6769,2023-04-10 17:16:52+09:00,{14: 1.0},cafeteria
6770,2023-04-10 17:16:54+09:00,{4: 1.0},cafeteria
6771,2023-04-10 17:16:55+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6772,2023-04-10 17:16:56+09:00,"{4: 0.6, 14: 0.4}",cafeteria
6773,2023-04-10 17:16:58+09:00,{14: 1.0},cafeteria
6774,2023-04-10 17:17:02+09:00,{14: 1.0},cafeteria
6775,2023-04-10 17:17:03+09:00,{14: 1.0},cafeteria
6776,2023-04-10 17:17:04+09:00,{14: 1.0},cafeteria
6777,2023-04-10 17:17:05+09:00,{14: 1.0},cafeteria
6778,2023-04-10 17:17:08+09:00,{4: 1.0},cafeteria
6779,2023-04-10 17:17:09+09:00,{14: 1.0},cafeteria
6780,2023-04-10 17:17:10+09:00,{14: 1.0},cafeteria
6781,2023-04-10 17:17:11+09:00,{14: 1.0},cafeteria
6782,2023-04-10 17:17:12+09:00,{14: 1.0},cafeteria
6783,2023-04-10 17:17:13+09:00,{14: 1.0},cafeteria
6784,2023-04-10 17:17:19+09:00,{14: 1.0},cafeteria
6785,2023-04-10 17:17:20+09:00,{4: 1.0},cafeteria
6786,2023-04-10 17:17:21+09:00,"{14: 0.71, 4: 0.29}",cafeteria
6787,2023-04-10 17:17:22+09:00,"{14: 0.75, 4: 0.25}",cafeteria
6788,2023-04-10 17:17:25+09:00,{14: 1.0},cafeteria
6789,2023-04-10 17:17:26+09:00,{14: 1.0},cafeteria
6790,2023-04-10 17:17:27+09:00,{14: 1.0},cafeteria
6791,2023-04-10 17:17:28+09:00,{14: 1.0},cafeteria
6792,2023-04-10 17:17:29+09:00,"{14: 0.94, 4: 0.06}",cafeteria
6793,2023-04-10 17:17:30+09:00,"{4: 0.58, 14: 0.42}",cafeteria
6794,2023-04-10 17:17:31+09:00,"{4: 0.5, 6: 0.5}",cafeteria
6795,2023-04-10 17:17:32+09:00,"{14: 0.67, 4: 0.33}",cafeteria
6796,2023-04-10 17:17:34+09:00,{4: 1.0},cafeteria
6797,2023-04-10 17:17:39+09:00,{14: 1.0},cafeteria
6798,2023-04-10 17:17:41+09:00,{14: 1.0},cafeteria
6799,2023-04-10 17:17:42+09:00,{14: 1.0},cafeteria
