,Unnamed: 0,activity,started_at,finished_at,deleted_at,updated_at,user_id,user,room,floor
354,354,Location,2023-04-11 14:21:36+09:00,2023-04-11 14:21:42+09:00,,2023-04-11 05:22:02 UTC,91,2nd-location,Cafeteria A,2nd
355,355,Location,2023-04-11 14:21:45+09:00,2023-04-11 14:21:52+09:00,,2023-04-11 05:22:02 UTC,91,2nd-location,Cafeteria D,2nd
356,356,Location,2023-04-11 14:21:55+09:00,2023-04-11 14:22:03+09:00,,2023-04-11 05:23:02 UTC,91,2nd-location,Cafeteria A,2nd
357,357,Location,2023-04-11 14:22:01+09:00,2023-04-11 14:22:17+09:00,,2023-04-11 05:23:02 UTC,91,2nd-location,Cafeteria D,2nd
358,358,Location,2023-04-11 14:22:18+09:00,2023-04-11 14:22:22+09:00,,2023-04-11 05:23:02 UTC,91,2nd-location,Cafeteria B,2nd
359,359,Location,2023-04-11 14:22:25+09:00,2023-04-11 14:22:54+09:00,,2023-04-11 05:23:02 UTC,91,2nd-location,Cafeteria A,2nd
360,360,Location,2023-04-11 14:22:53+09:00,2023-04-11 14:23:47+09:00,,2023-04-11 05:24:02 UTC,91,2nd-location,hallway,"2nd,5th"
361,361,Location,2023-04-11 14:23:47+09:00,2023-04-11 14:24:12+09:00,,2023-04-11 05:25:03 UTC,91,2nd-location,206,2nd
362,362,Location,2023-04-11 14:24:11+09:00,2023-04-11 14:24:32+09:00,,2023-04-11 05:25:03 UTC,91,2nd-location,hallway,"2nd,5th"
363,363,Location,2023-04-11 14:24:37+09:00,2023-04-11 14:24:50+09:00,,2023-04-11 05:25:03 UTC,91,2nd-location,Cafeteria B,2nd
364,364,Location,2023-04-11 14:24:49+09:00,2023-04-11 14:24:57+09:00,,2023-04-11 05:25:03 UTC,91,2nd-location,Cafeteria D,2nd
365,365,Location,2023-04-11 14:24:57+09:00,2023-04-11 14:25:06+09:00,,2023-04-11 05:26:02 UTC,91,2nd-location,Cafeteria B,2nd
366,366,Location,2023-04-11 14:25:05+09:00,2023-04-11 14:25:12+09:00,,2023-04-11 05:26:02 UTC,91,2nd-location,Cafeteria D,2nd
367,367,Location,2023-04-11 14:25:11+09:00,2023-04-11 14:25:17+09:00,,2023-04-11 05:26:02 UTC,91,2nd-location,Cafeteria B,2nd
368,368,Location,2023-04-11 14:25:21+09:00,2023-04-11 14:26:18+09:00,,2023-04-11 05:27:01 UTC,91,2nd-location,Cafeteria D,2nd
369,369,Location,2023-04-11 14:26:20+09:00,2023-04-11 14:26:24+09:00,,2023-04-11 05:27:02 UTC,91,2nd-location,Cafeteria B,2nd
370,370,Location,2023-04-11 14:26:28+09:00,2023-04-11 14:26:43+09:00,,2023-04-11 05:27:02 UTC,91,2nd-location,hallway,"2nd,5th"
371,371,Location,2023-04-11 14:26:44+09:00,2023-04-11 14:26:56+09:00,,2023-04-11 05:27:02 UTC,91,2nd-location,Cafeteria A,2nd
372,372,Location,2023-04-11 14:26:58+09:00,2023-04-11 14:27:08+09:00,,2023-04-11 05:28:02 UTC,91,2nd-location,Cafeteria D,2nd
373,373,Location,2023-04-11 14:27:12+09:00,2023-04-11 14:27:26+09:00,,2023-04-11 05:28:02 UTC,91,2nd-location,Office Small,2nd
374,374,Location,2023-04-11 14:27:16+09:00,2023-04-11 14:27:38+09:00,,2023-04-11 05:28:02 UTC,97,5th-location,kitchen,5th
375,375,Location,2023-04-11 14:27:32+09:00,2023-04-11 14:31:31+09:00,,2023-04-11 05:32:02 UTC,91,2nd-location,Cafeteria D,2nd
376,376,Location,2023-04-11 14:27:53+09:00,2023-04-11 14:27:55+09:00,,2023-04-11 05:28:02 UTC,97,5th-location,cleaning,5th
377,377,Location,2023-04-11 14:28:17+09:00,2023-04-11 14:28:36+09:00,,2023-04-11 05:29:01 UTC,97,5th-location,nurse station,5th
378,378,Location,2023-04-11 14:28:54+09:00,2023-04-11 14:31:04+09:00,,2023-04-11 05:32:02 UTC,97,5th-location,520,5th
379,379,Location,2023-04-11 14:31:34+09:00,2023-04-11 14:31:39+09:00,,2023-04-11 05:32:02 UTC,91,2nd-location,Cafeteria B,2nd
380,380,Location,2023-04-11 14:31:41+09:00,2023-04-11 14:32:01+09:00,,2023-04-11 05:33:02 UTC,91,2nd-location,Cafeteria A,2nd
381,381,Location,2023-04-11 14:31:47+09:00,2023-04-11 14:31:48+09:00,,2023-04-11 05:32:02 UTC,97,5th-location,cleaning,5th
382,382,Location,2023-04-11 14:32:03+09:00,2023-04-11 14:32:06+09:00,,2023-04-11 05:33:02 UTC,91,2nd-location,Cafeteria D,2nd
383,383,Location,2023-04-11 14:32:09+09:00,2023-04-11 14:32:51+09:00,,2023-04-11 05:33:02 UTC,91,2nd-location,Cafeteria A,2nd
384,384,Location,2023-04-11 14:32:32+09:00,2023-04-11 14:32:36+09:00,,2023-04-11 05:33:02 UTC,97,5th-location,cafeteria,5th
385,385,Location,2023-04-11 14:32:54+09:00,2023-04-11 14:33:10+09:00,,2023-04-11 05:34:02 UTC,91,2nd-location,Cafeteria D,2nd
386,386,Location,2023-04-11 14:33:10+09:00,2023-04-11 14:42:29+09:00,,2023-04-11 05:43:02 UTC,91,2nd-location,Office Small,2nd
387,387,Location,2023-04-11 14:33:18+09:00,2023-04-11 14:36:42+09:00,,2023-04-11 05:37:02 UTC,97,5th-location,kitchen,5th
388,388,Location,2023-04-11 14:37:20+09:00,2023-04-11 14:37:30+09:00,,2023-04-11 05:38:02 UTC,97,5th-location,nurse station,5th
389,389,Location,2023-04-11 14:38:02+09:00,2023-04-11 14:38:24+09:00,,2023-04-11 05:39:02 UTC,97,5th-location,522,5th
390,390,Location,2023-04-11 14:38:31+09:00,2023-04-11 14:39:04+09:00,,2023-04-11 05:40:02 UTC,97,5th-location,511,5th
391,391,Location,2023-04-11 14:39:33+09:00,2023-04-11 14:41:43+09:00,,2023-04-11 05:42:02 UTC,97,5th-location,nurse station,5th
392,392,Location,2023-04-11 14:42:38+09:00,2023-04-11 14:42:47+09:00,,2023-04-11 05:43:03 UTC,91,2nd-location,hallway,"2nd,5th"
393,393,Location,2023-04-11 14:42:39+09:00,2023-04-11 14:43:51+09:00,,2023-04-11 05:44:02 UTC,97,5th-location,nurse station,5th
394,394,Location,2023-04-11 14:42:49+09:00,2023-04-11 14:42:56+09:00,,2023-04-11 05:43:03 UTC,91,2nd-location,Nurse Room,2nd
395,395,Location,2023-04-11 14:42:59+09:00,2023-04-11 14:43:22+09:00,,2023-04-11 05:44:02 UTC,91,2nd-location,hallway,"2nd,5th"
396,396,Location,2023-04-11 14:43:23+09:00,2023-04-11 14:45:25+09:00,,2023-04-11 05:46:02 UTC,91,2nd-location,210,2nd
397,397,Location,2023-04-11 14:44:19+09:00,2023-04-11 14:44:51+09:00,,2023-04-11 05:45:02 UTC,97,5th-location,cafeteria,5th
398,398,Location,2023-04-11 14:44:55+09:00,2023-04-11 14:44:56+09:00,2023-04-11 05:46:01 UTC,2023-04-11 05:46:01 UTC,97,5th-location,cafeteria,5th
399,399,Location,2023-04-11 14:45:04+09:00,2023-04-11 14:47:10+09:00,,2023-04-11 05:48:01 UTC,97,5th-location,kitchen,5th
400,400,Location,2023-04-11 14:45:29+09:00,2023-04-11 14:46:43+09:00,,2023-04-11 05:47:02 UTC,91,2nd-location,hallway,"2nd,5th"
401,401,Location,2023-04-11 14:46:42+09:00,2023-04-11 14:46:45+09:00,,2023-04-11 05:47:02 UTC,91,2nd-location,Cafeteria A,2nd
402,402,Location,2023-04-11 14:46:47+09:00,2023-04-11 14:47:00+09:00,,2023-04-11 05:48:01 UTC,91,2nd-location,Cafeteria B,2nd
403,403,Location,2023-04-11 14:47:15+09:00,2023-04-11 14:47:18+09:00,,2023-04-11 05:48:02 UTC,91,2nd-location,Cafeteria D,2nd
404,404,Location,2023-04-11 14:47:26+09:00,2023-04-11 14:47:27+09:00,,2023-04-11 05:48:02 UTC,91,2nd-location,Cafeteria B,2nd
405,405,Location,2023-04-11 14:47:30+09:00,2023-04-11 14:47:37+09:00,,2023-04-11 05:48:02 UTC,91,2nd-location,Cafeteria D,2nd
406,406,Location,2023-04-11 14:47:37+09:00,2023-04-11 14:49:09+09:00,,2023-04-11 05:50:02 UTC,97,5th-location,nurse station,5th
407,407,Location,2023-04-11 14:47:40+09:00,2023-04-11 14:49:06+09:00,,2023-04-11 05:50:01 UTC,91,2nd-location,Office Small,2nd
408,408,Location,2023-04-11 14:49:10+09:00,2023-04-11 14:50:18+09:00,,2023-04-11 05:51:02 UTC,91,2nd-location,hallway,"2nd,5th"
409,409,Location,2023-04-11 14:49:56+09:00,2023-04-11 14:54:44+09:00,,2023-04-11 05:55:02 UTC,97,5th-location,nurse station,5th
410,410,Location,2023-04-11 14:50:20+09:00,2023-04-11 14:50:42+09:00,,2023-04-11 05:51:02 UTC,91,2nd-location,211,2nd
411,411,Location,2023-04-11 14:50:43+09:00,2023-04-11 14:51:06+09:00,,2023-04-11 05:52:02 UTC,91,2nd-location,hallway,"2nd,5th"
412,412,Location,2023-04-11 14:51:05+09:00,2023-04-11 14:52:03+09:00,,2023-04-11 05:53:02 UTC,91,2nd-location,Clean Room,2nd
413,413,Location,2023-04-11 14:52:07+09:00,2023-04-11 14:52:21+09:00,,2023-04-11 05:53:02 UTC,91,2nd-location,Nurse Room,2nd
414,414,Location,2023-04-11 14:52:23+09:00,2023-04-11 14:52:38+09:00,,2023-04-11 05:53:02 UTC,91,2nd-location,hallway,"2nd,5th"
415,415,Location,2023-04-11 14:53:53+09:00,2023-04-11 14:53:54+09:00,,2023-04-11 05:54:02 UTC,91,2nd-location,hallway,"2nd,5th"
416,416,Location,2023-04-11 14:53:57+09:00,2023-04-11 14:59:05+09:00,,2023-04-11 06:00:04 UTC,91,2nd-location,Office Small,2nd
417,417,Location,2023-04-11 14:55:08+09:00,2023-04-11 14:55:21+09:00,,2023-04-11 05:56:02 UTC,97,5th-location,cafeteria,5th
418,418,Location,2023-04-11 14:55:52+09:00,2023-04-11 14:55:56+09:00,,2023-04-11 05:57:01 UTC,97,5th-location,hallway,"2nd,5th"
419,419,Location,2023-04-11 14:56:02+09:00,2023-04-11 14:56:28+09:00,,2023-04-11 05:57:02 UTC,97,5th-location,502,5th
420,420,Location,2023-04-11 14:56:37+09:00,2023-04-11 14:56:49+09:00,,2023-04-11 05:57:02 UTC,97,5th-location,516,5th
421,421,Location,2023-04-11 14:57:10+09:00,2023-04-11 14:57:14+09:00,,2023-04-11 05:58:02 UTC,97,5th-location,518,5th
422,422,Location,2023-04-11 14:58:05+09:00,2023-04-11 14:59:34+09:00,,2023-04-11 06:00:04 UTC,97,5th-location,nurse station,5th
423,423,Location,2023-04-11 14:59:11+09:00,2023-04-11 14:59:58+09:00,,2023-04-11 06:01:02 UTC,91,2nd-location,Cafeteria B,2nd
424,424,Location,2023-04-11 14:59:53+09:00,2023-04-11 15:00:12+09:00,,2023-04-11 06:01:02 UTC,97,5th-location,513,5th
425,425,Location,2023-04-11 15:00:03+09:00,2023-04-11 15:00:08+09:00,,2023-04-11 06:01:02 UTC,91,2nd-location,hallway,"2nd,5th"
426,426,Location,2023-04-11 15:00:09+09:00,2023-04-11 15:03:19+09:00,,2023-04-11 06:04:02 UTC,91,2nd-location,201,2nd
427,427,Location,2023-04-11 15:00:31+09:00,2023-04-11 15:00:32+09:00,,2023-04-11 06:01:03 UTC,97,5th-location,hallway,"2nd,5th"
428,428,Location,2023-04-11 15:01:00+09:00,2023-04-11 15:15:13+09:00,,2023-04-11 06:16:02 UTC,97,5th-location,nurse station,5th
429,429,Location,2023-04-11 15:03:52+09:00,2023-04-11 15:03:57+09:00,,2023-04-11 06:04:02 UTC,91,2nd-location,Bathroom,2nd
430,430,Location,2023-04-11 15:04:12+09:00,2023-04-11 15:04:16+09:00,,2023-04-11 06:05:02 UTC,91,2nd-location,hallway,"2nd,5th"
431,431,Location,2023-04-11 15:04:22+09:00,2023-04-11 15:04:32+09:00,,2023-04-11 06:05:02 UTC,91,2nd-location,Cafeteria A,2nd
432,432,Location,2023-04-11 15:04:42+09:00,2023-04-11 15:10:09+09:00,,2023-04-11 06:11:01 UTC,91,2nd-location,Office Small,2nd
433,433,Location,2023-04-11 15:10:16+09:00,2023-04-11 15:11:04+09:00,,2023-04-11 06:12:02 UTC,91,2nd-location,hallway,"2nd,5th"
434,434,Location,2023-04-11 15:11:13+09:00,2023-04-11 15:13:54+09:00,,2023-04-11 06:14:02 UTC,91,2nd-location,207,2nd
435,435,Location,2023-04-11 15:14:02+09:00,2023-04-11 15:14:12+09:00,,2023-04-11 06:15:03 UTC,91,2nd-location,hallway,"2nd,5th"
436,436,Location,2023-04-11 15:14:21+09:00,2023-04-11 15:14:26+09:00,,2023-04-11 06:15:03 UTC,91,2nd-location,Cafeteria A,2nd
437,437,Location,2023-04-11 15:14:37+09:00,2023-04-11 15:17:00+09:00,,2023-04-11 06:18:01 UTC,91,2nd-location,Office Small,2nd
438,438,Location,2023-04-11 15:15:22+09:00,2023-04-11 15:22:06+09:00,,2023-04-11 06:23:02 UTC,97,5th-location,522,5th
439,439,Location,2023-04-11 15:17:08+09:00,2023-04-11 15:17:45+09:00,,2023-04-11 06:18:02 UTC,91,2nd-location,hallway,"2nd,5th"
440,440,Location,2023-04-11 15:17:57+09:00,2023-04-11 15:18:16+09:00,,2023-04-11 06:19:02 UTC,91,2nd-location,Cafeteria D,2nd
441,441,Location,2023-04-11 15:18:21+09:00,2023-04-11 15:18:45+09:00,,2023-04-11 06:19:02 UTC,91,2nd-location,Cafeteria A,2nd
442,442,Location,2023-04-11 15:18:54+09:00,2023-04-11 15:19:37+09:00,,2023-04-11 06:20:02 UTC,91,2nd-location,Office Small,2nd
443,443,Location,2023-04-11 15:19:47+09:00,2023-04-11 15:20:42+09:00,,2023-04-11 06:21:01 UTC,91,2nd-location,hallway,"2nd,5th"
444,444,Location,2023-04-11 15:20:58+09:00,2023-04-11 15:21:20+09:00,2023-04-11 06:22:02 UTC,2023-04-11 06:22:02 UTC,91,2nd-location,WC,2nd
445,445,Location,2023-04-11 15:21:30+09:00,2023-04-11 15:23:10+09:00,,2023-04-11 06:24:02 UTC,91,2nd-location,Clean 9,2nd
446,446,Location,2023-04-11 15:22:07+09:00,2023-04-11 15:22:19+09:00,,2023-04-11 06:23:02 UTC,97,5th-location,nurse station,5th
447,447,Location,2023-04-11 15:22:25+09:00,2023-04-11 15:22:43+09:00,,2023-04-11 06:23:02 UTC,97,5th-location,cleaning,5th
448,448,Location,2023-04-11 15:22:46+09:00,2023-04-11 15:23:12+09:00,,2023-04-11 06:24:01 UTC,97,5th-location,cafeteria,5th
449,449,Location,2023-04-11 15:23:13+09:00,2023-04-11 15:23:29+09:00,,2023-04-11 06:24:02 UTC,97,5th-location,kitchen,5th
450,450,Location,2023-04-11 15:23:41+09:00,2023-04-11 15:23:56+09:00,,2023-04-11 06:24:02 UTC,97,5th-location,hallway,"2nd,5th"
451,451,Location,2023-04-11 15:23:46+09:00,2023-04-11 15:23:50+09:00,,2023-04-11 06:24:02 UTC,91,2nd-location,Bathroom,2nd
452,452,Location,2023-04-11 15:23:46+09:00,2023-04-11 15:23:50+09:00,,2023-04-11 06:24:02 UTC,91,2nd-location,Clean Room,2nd
453,453,Location,2023-04-11 15:23:56+09:00,2023-04-11 15:24:14+09:00,,2023-04-11 06:25:02 UTC,97,5th-location,cafeteria,5th
454,454,Location,2023-04-11 15:24:00+09:00,2023-04-11 15:25:22+09:00,,2023-04-11 06:26:02 UTC,91,2nd-location,Office Small,2nd
455,455,Location,2023-04-11 15:24:15+09:00,2023-04-11 15:27:05+09:00,,2023-04-11 06:28:01 UTC,97,5th-location,nurse station,5th
456,456,Location,2023-04-11 15:25:30+09:00,2023-04-11 15:25:51+09:00,,2023-04-11 06:26:02 UTC,91,2nd-location,hallway,"2nd,5th"
457,457,Location,2023-04-11 15:26:07+09:00,2023-04-11 15:27:23+09:00,,2023-04-11 06:28:02 UTC,91,2nd-location,206,2nd
458,458,Location,2023-04-11 15:27:19+09:00,2023-04-11 15:27:24+09:00,,2023-04-11 06:28:02 UTC,97,5th-location,522,5th
459,459,Location,2023-04-11 15:27:28+09:00,2023-04-11 15:27:30+09:00,,2023-04-11 06:28:02 UTC,97,5th-location,523,5th
460,460,Location,2023-04-11 15:27:31+09:00,2023-04-11 15:32:20+09:00,,2023-04-11 06:33:02 UTC,91,2nd-location,213,2nd
461,461,Location,2023-04-11 15:27:43+09:00,2023-04-11 15:29:21+09:00,,2023-04-11 06:30:01 UTC,97,5th-location,cafeteria,5th
462,462,Location,2023-04-11 15:29:25+09:00,2023-04-11 15:32:48+09:00,,2023-04-11 06:33:02 UTC,97,5th-location,cleaning,5th
463,463,Location,2023-04-11 15:32:28+09:00,2023-04-11 15:32:48+09:00,,2023-04-11 06:33:02 UTC,91,2nd-location,hallway,"2nd,5th"
464,464,Location,2023-04-11 15:32:55+09:00,2023-04-11 15:33:15+09:00,,2023-04-11 06:34:02 UTC,91,2nd-location,Clean Room,2nd
465,465,Location,2023-04-11 15:32:59+09:00,2023-04-11 15:36:13+09:00,,2023-04-11 06:37:01 UTC,97,5th-location,nurse station,5th
466,466,ANSIEL,2023-04-11 15:33:22+09:00,2023-04-11 15:33:23+09:00,2023-04-11 06:34:02 UTC,2023-04-11 06:34:02 UTC,91,2nd-location,hallway,"2nd,5th"
467,467,Location,2023-04-11 15:33:30+09:00,2023-04-11 15:33:55+09:00,,2023-04-11 06:34:02 UTC,91,2nd-location,hallway,"2nd,5th"
468,468,Location,2023-04-11 15:34:01+09:00,2023-04-11 15:36:21+09:00,,2023-04-11 06:37:02 UTC,91,2nd-location,Office Small,2nd
469,469,Location,2023-04-11 15:36:29+09:00,2023-04-11 15:36:46+09:00,,2023-04-11 06:37:02 UTC,91,2nd-location,Cafeteria A,2nd
470,470,Location,2023-04-11 15:36:54+09:00,2023-04-11 15:37:50+09:00,,2023-04-11 06:38:02 UTC,91,2nd-location,Cafeteria D,2nd
471,471,Location,2023-04-11 15:37:55+09:00,2023-04-11 15:38:35+09:00,,2023-04-11 06:39:02 UTC,91,2nd-location,Cafeteria A,2nd
472,472,Location,2023-04-11 15:38:49+09:00,2023-04-11 15:39:15+09:00,,2023-04-11 06:40:01 UTC,91,2nd-location,Office Small,2nd
473,473,Location,2023-04-11 15:38:49+09:00,2023-04-11 15:39:15+09:00,,2023-04-11 06:40:01 UTC,91,2nd-location,Cafeteria A,2nd
474,474,Location,2023-04-11 15:39:20+09:00,2023-04-11 15:39:22+09:00,,2023-04-11 06:40:02 UTC,91,2nd-location,hallway,"2nd,5th"
475,475,Location,2023-04-11 15:39:29+09:00,2023-04-11 15:40:56+09:00,,2023-04-11 06:41:02 UTC,91,2nd-location,Office Small,2nd
476,476,Location,2023-04-11 15:41:03+09:00,2023-04-11 15:41:19+09:00,,2023-04-11 06:42:03 UTC,91,2nd-location,Office Large,2nd
477,477,Location,2023-04-11 15:41:25+09:00,2023-04-11 15:47:15+09:00,,2023-04-11 06:48:02 UTC,91,2nd-location,Office Small,2nd
478,478,Location,2023-04-11 15:44:47+09:00,2023-04-11 15:49:23+09:00,,2023-04-11 06:50:02 UTC,97,5th-location,nurse station,5th
479,479,Location,2023-04-11 15:47:20+09:00,2023-04-11 15:47:34+09:00,,2023-04-11 06:48:02 UTC,91,2nd-location,hallway,"2nd,5th"
480,480,Location,2023-04-11 15:47:42+09:00,2023-04-11 15:49:21+09:00,,2023-04-11 06:50:02 UTC,91,2nd-location,213,2nd
481,481,Location,2023-04-11 15:49:29+09:00,2023-04-11 15:49:48+09:00,,2023-04-11 06:50:03 UTC,91,2nd-location,hallway,"2nd,5th"
482,482,Location,2023-04-11 15:49:37+09:00,2023-04-11 15:51:30+09:00,,2023-04-11 06:52:01 UTC,97,5th-location,522,5th
483,483,Location,2023-04-11 15:49:59+09:00,2023-04-11 15:50:15+09:00,,2023-04-11 06:51:02 UTC,91,2nd-location,Cafeteria C,2nd
484,484,Location,2023-04-11 15:50:21+09:00,2023-04-11 15:51:30+09:00,,2023-04-11 06:52:02 UTC,91,2nd-location,Cafeteria D,2nd
485,485,Location,2023-04-11 15:51:45+09:00,2023-04-11 15:52:07+09:00,,2023-04-11 06:53:02 UTC,97,5th-location,cafeteria,5th
486,486,Location,2023-04-11 15:51:47+09:00,2023-04-11 15:52:11+09:00,,2023-04-11 06:53:02 UTC,91,2nd-location,Cafeteria A,2nd
487,487,Location,2023-04-11 15:52:13+09:00,2023-04-11 16:17:35+09:00,,2023-04-11 07:18:02 UTC,97,5th-location,nurse station,5th
488,488,Location,2023-04-11 15:52:47+09:00,2023-04-11 15:53:08+09:00,,2023-04-11 06:54:01 UTC,91,2nd-location,hallway,"2nd,5th"
489,489,Location,2023-04-11 15:53:14+09:00,2023-04-11 16:02:57+09:00,,2023-04-11 07:03:02 UTC,91,2nd-location,Office Small,2nd
490,490,Location,2023-04-11 16:03:11+09:00,2023-04-11 16:06:33+09:00,,2023-04-11 07:07:02 UTC,91,2nd-location,Office Small,2nd
491,491,Location,2023-04-11 16:06:49+09:00,2023-04-11 16:07:28+09:00,,2023-04-11 07:08:02 UTC,91,2nd-location,Cafeteria D,2nd
492,492,Location,2023-04-11 16:07:39+09:00,2023-04-11 16:07:39+09:00,,2023-04-11 07:08:02 UTC,91,2nd-location,Cafeteria D,2nd
493,493,Location,2023-04-11 16:07:51+09:00,2023-04-11 16:07:51+09:00,2023-04-11 07:08:03 UTC,2023-04-11 07:08:03 UTC,91,2nd-location,Office Small,2nd
494,494,Location,2023-04-11 16:08:13+09:00,2023-04-11 16:09:04+09:00,,2023-04-11 07:10:03 UTC,91,2nd-location,208,2nd
495,495,Location,2023-04-11 16:09:24+09:00,2023-04-11 16:09:36+09:00,,2023-04-11 07:10:03 UTC,91,2nd-location,206,2nd
496,496,Location,2023-04-11 16:10:40+09:00,2023-04-11 16:17:03+09:00,,2023-04-11 07:18:01 UTC,91,2nd-location,Office Small,2nd
497,497,Location,2023-04-11 16:17:24+09:00,2023-04-11 16:17:41+09:00,,2023-04-11 07:18:02 UTC,91,2nd-location,213,2nd
498,498,Location,2023-04-11 16:17:48+09:00,2023-04-11 16:20:24+09:00,,2023-04-11 07:21:02 UTC,97,5th-location,cleaning,5th
499,499,Location,2023-04-11 16:18:05+09:00,2023-04-11 16:21:00+09:00,,2023-04-11 07:22:02 UTC,91,2nd-location,203,2nd
500,500,Location,2023-04-11 16:21:01+09:00,2023-04-11 16:22:21+09:00,,2023-04-11 07:23:02 UTC,97,5th-location,kitchen,5th
501,501,Location,2023-04-11 16:21:59+09:00,2023-04-11 16:23:03+09:00,,2023-04-11 07:24:02 UTC,91,2nd-location,213,2nd
502,502,Location,2023-04-11 16:22:03+09:00,2023-04-11 16:24:41+09:00,,2023-04-11 07:25:03 UTC,97,5th-location,cafeteria,5th
503,503,Location,2023-04-11 16:23:18+09:00,2023-04-11 16:23:41+09:00,,2023-04-11 07:24:02 UTC,91,2nd-location,203,2nd
504,504,Location,2023-04-11 16:24:05+09:00,2023-04-11 16:24:32+09:00,,2023-04-11 07:25:02 UTC,91,2nd-location,Clean Room,2nd
505,505,Location,2023-04-11 16:24:43+09:00,2023-04-11 16:41:57+09:00,,2023-04-11 07:43:02 UTC,97,5th-location,kitchen,5th
506,506,Location,2023-04-11 16:24:46+09:00,2023-04-11 16:24:56+09:00,,2023-04-11 07:25:03 UTC,91,2nd-location,Cafeteria A,2nd
507,507,Location,2023-04-11 16:25:12+09:00,2023-04-11 16:25:12+09:00,,2023-04-11 07:26:03 UTC,91,2nd-location,Cafeteria B,2nd
508,508,Location,2023-04-11 16:25:18+09:00,2023-04-11 16:25:38+09:00,,2023-04-11 07:26:03 UTC,91,2nd-location,Cafeteria D,2nd
509,509,Location,2023-04-11 16:25:57+09:00,2023-04-11 16:26:32+09:00,,2023-04-11 07:27:02 UTC,91,2nd-location,Nurse Room,2nd
510,510,Location,2023-04-11 16:26:56+09:00,2023-04-11 16:30:51+09:00,,2023-04-11 07:31:02 UTC,91,2nd-location,Office Small,2nd
511,511,Location,2023-04-11 16:31:18+09:00,2023-04-11 16:31:22+09:00,,2023-04-11 07:32:02 UTC,91,2nd-location,Cafeteria D,2nd
512,512,Location,2023-04-11 16:31:27+09:00,2023-04-11 16:34:00+09:00,,2023-04-11 07:36:02 UTC,91,2nd-location,Cafeteria D,2nd
513,513,Location,2023-04-11 16:35:40+09:00,2023-04-11 16:37:29+09:00,,2023-04-11 07:38:01 UTC,91,2nd-location,Cafeteria D,2nd
514,514,Location,2023-04-11 16:37:42+09:00,2023-04-11 16:38:15+09:00,,2023-04-11 07:39:02 UTC,91,2nd-location,Office Small,2nd
515,515,Location,2023-04-11 16:38:30+09:00,2023-04-11 16:38:36+09:00,,2023-04-11 07:39:02 UTC,91,2nd-location,Cafeteria D,2nd
516,516,Location,2023-04-11 16:39:30+09:00,2023-04-11 16:40:23+09:00,,2023-04-11 07:41:02 UTC,91,2nd-location,Cafeteria A,2nd
517,517,Location,2023-04-11 16:40:40+09:00,2023-04-11 16:40:40+09:00,,2023-04-11 07:42:03 UTC,91,2nd-location,Cafeteria D,2nd
518,518,Location,2023-04-11 16:42:03+09:00,2023-04-11 16:43:33+09:00,,2023-04-11 07:44:02 UTC,91,2nd-location,Office Small,2nd
519,519,Location,2023-04-11 16:42:06+09:00,2023-04-11 16:43:44+09:00,,2023-04-11 07:44:02 UTC,97,5th-location,nurse station,5th
520,520,Location,2023-04-11 16:43:48+09:00,2023-04-11 16:45:26+09:00,,2023-04-11 07:46:02 UTC,91,2nd-location,Cafeteria D,2nd
521,521,Location,2023-04-11 16:44:02+09:00,2023-04-11 16:45:39+09:00,,2023-04-11 07:46:02 UTC,97,5th-location,kitchen,5th
522,522,Location,2023-04-11 16:45:33+09:00,2023-04-11 16:45:37+09:00,,2023-04-11 07:46:02 UTC,91,2nd-location,Cafeteria B,2nd
523,523,Location,2023-04-11 16:45:44+09:00,2023-04-11 16:45:57+09:00,,2023-04-11 07:47:02 UTC,97,5th-location,cafeteria,5th
524,524,Location,2023-04-11 16:45:55+09:00,2023-04-11 16:46:41+09:00,,2023-04-11 07:47:02 UTC,91,2nd-location,Office Small,2nd
525,525,Location,2023-04-11 16:46:00+09:00,2023-04-11 16:46:31+09:00,,2023-04-11 07:47:02 UTC,97,5th-location,kitchen,5th
526,526,Location,2023-04-11 16:46:51+09:00,2023-04-11 16:48:06+09:00,,2023-04-11 07:49:02 UTC,97,5th-location,nurse station,5th
527,527,Location,2023-04-11 16:46:58+09:00,2023-04-11 16:46:59+09:00,,2023-04-11 07:48:01 UTC,91,2nd-location,Cafeteria D,2nd
528,528,Location,2023-04-11 16:47:23+09:00,2023-04-11 16:48:11+09:00,,2023-04-11 07:49:02 UTC,91,2nd-location,Office Small,2nd
529,529,Location,2023-04-11 16:48:33+09:00,2023-04-11 16:50:21+09:00,,2023-04-11 07:51:01 UTC,97,5th-location,cafeteria,5th
530,530,Location,2023-04-11 16:48:33+09:00,2023-04-11 16:48:38+09:00,,2023-04-11 07:49:02 UTC,91,2nd-location,Cafeteria D,2nd
531,531,Location,2023-04-11 16:48:43+09:00,2023-04-11 16:48:45+09:00,,2023-04-11 07:49:02 UTC,91,2nd-location,Cafeteria A,2nd
532,532,Location,2023-04-11 16:49:00+09:00,2023-04-11 16:49:53+09:00,,2023-04-11 07:50:03 UTC,91,2nd-location,Cafeteria D,2nd
533,533,Location,2023-04-11 16:50:28+09:00,2023-04-11 16:52:07+09:00,,2023-04-11 07:53:02 UTC,97,5th-location,nurse station,5th
534,534,Location,2023-04-11 16:50:33+09:00,2023-04-11 16:56:46+09:00,,2023-04-11 07:57:01 UTC,91,2nd-location,Cafeteria D,2nd
